ditto,同断
semi-invalid,半病人
tribe,半部族
half tribe,半部族
semifeudalism,半封建性
half minute,半分
semivowel,半母音
the contrary,半面
slight acquaintance,半面識
half blind,半盲
half-blindness,半盲症
half-nakedness,半裸
half-naked,半裸体
half a ri (distance measure),半里
semiliquid,半流動体
half-moon,半月形
half-polished,半搗き米
half-polished rice,半搗き米
assonance,類韻
10.91,段
m,段
six ken (10.91 m),段
fanqie,反
revolt,鋒起
to revolt,叛する
to curve,反らす
to warp,反らせる
not seeing eye to eye,反りが合わない
warped,反り形
warped shape,反り形
sticking out the chest,反り身
to throw out the chest,反りかえる
to bend backward (body or body part, e.g. fingers)
anti-British,反英
anti-hero,反英雄
reactivity,反応性
appendage,附加
tanka appendage to a long poem,反歌
anti-nuclear,反核
counterrevolution,反動革命
ill feeling,反感
counterintelligence,反間
anticommunist,反共
antimilitary,反軍的
counterblow,反撃
wastebasket,反故籠
rhetorical question,修辞疑問
rebellion,反抗
counteroffensive,反攻
reflexes,反射
reflective,反射テープ
reflective tape,反射テープ
reflex action,反射作用
reflector,反射鏡
by reflex,反射的に
reflecting telescope,反射望遠鏡
production per tan,段収
Counter-Reformation,反宗教改革
sunset glow,夕映え
being sorry,反省
refutation,反証
anticolonialism,反植民主義
strutting,反身
reciprocal number,反数
antigovernment,反政府
anti-government,反政府勢力
anti-government forces,反政府勢力
opposition party,反対党
anti-war,反戦
counterclaim,反訴
turning over in bed,反側
infraction,犯則
anti-establishment,反体制
dissenter,反対者
clashing colours,反対色
nay,反対票
antitrade,反対貿易風
antitrade winds,反対貿易風
opposing argument,反対論
plane inversion,反転
reactionary,反動主義者
reactionary price rise,反騰
backlash,反動
reactionary ideas,反動思想
reactionism,反動主義
reactionaries,反動派
the reactionaries,反動派
anti-German,反独
inverse ratio,逆比
inverse proportion,逆比例
measure of kimono material,段物
antimatter,反物質
anti-American,反米
marking,段別
marking off fields in units of tan,段別
contravariant,反変
unit of land area (approx. one-tenth hectare),段歩
(on the) other hand,反面
negative example,反面教師
reclaimed wool,反毛
hostility,反目
asking in return,反問
inside out,反様
antiproton,反陽子
reactionary fall (e.g. in stock prices),反落
uprising,暴動
insurgent,逆賊
antiparticle,反粒子
counterargument,反論
caring for one's parents in return,反哺
returning evil for good,反噬
rumination,反すう
rumination (about a subject),反すう
spirit of rebellion,叛意
mutinous,叛軍
mutinous troops,叛軍
rebel leader,叛将
rebellious,反心
rebellious spirit,叛骨
rebellious retainer,反臣
results of rebellion,叛跡
Yesso,帆立
Yesso scallop,海扇
taking out,搬出
transfer to hospital,搬送
taking in,搬入
fitfulness,斑
fleck,班点
stage (i.e. at a theatre),板
torn,板ばさみ
conflicting,区区
demands,板ばさみ
being torn between conflicting demands,板ばさみ
sheet metal worker,板金工
pasteboard,板紙
chopping,板前
area of a kitchen that contains the chopping board,板前
via,板締
method of making patterns via pressing cloth between carved boards,板締
board fence,板囲い
plethora,汎濫
functional,汎関数
pantheism,万有神教
general-purpose,汎用機
general-purpose computer,汎用機
editions,版
editions of a publication,版
paste-up,版下
block copy artist,版下書き
art print,板画
publishing rights,版権
revision number,版数
deflower,犯す
to deflower,犯す
letter of responsibility (for a crime),犯行声明文
criminology,犯罪学
culprit,犯人
crime rate,犯罪発生率
team leader,班長
ridge between rice fields,畔道
flourishing,繁栄
unsimplified Chinese character,繁体字
red-tapism,繁文縟礼
rankness,繁茂
rankness (of weeds),繁茂
terrifying,般若
terrifying facial expression,般若
han school,藩黌
favouritism,情実
clan favouritism,藩閥
sales opportunity,販売機会
vendor,売手
sales strategy,販売戦略
sales agent,販売人
quiet!,煩さい
be quiet!,煩さい
to give trouble,煩わす
cumbersome,繁雑
klesha, hatred and delusion
polluting, hatred and delusion
klesha (polluting thoughts such as greed, hatred and delusion
agony,懊悩
playing house,飯事
to play house,飯事をする
workers',飯場
workers' living quarters,飯場
Chinese restaurant,飯店
outdoor (camping) cooking utensils,飯ごう
to mill,碾く
funeral song,挽歌
counter for nights,晩
bloomer,晩熟
late bloomer,晩熟
sixth month of the lunar calendar,六月
late education,晩学
late marriage,晩婚
dinner-time,晩酌
dinner-time drink,晩酌
setting sun,落日
curfew,門限
final years (in life),晩年
evening meal,晩ごはん
toward evening,晩方
to stand guard,番をする
outsize,番外
watchdog,番犬
digits,番号
series of digits,番号
pound sign,番号記号
oilpaper,番傘
coarse oilpaper umbrella,番傘
track number,番線
watcher's,番台
watcher's seat,番台
coarse tea,番茶
(head) clerk,番頭
program (e.g. theatre),番付け
divisions of a kabuki performance,番め
board (e.g. in shogi),盤
entwined,盤根
entwined roots,盤根
aborigines village,蕃社
uncouth,泥臭い
rough and uncouth vigor (vigour),蛮襟
savagery,蛮行
recklessness,蛮骨
barbarous custom,蛮習
rough voice,蛮声
barbarous customs,蛮風
savage,どう猛
savage people,蛮民
courage,勇烈
brute courage,蛮勇
brute force,蛮力
slaves,蛮隷
slaves of the barbarians,蛮隷
bandit gang,匪団
self-sacrificing,献身的
self-sacrificing service,匪躬
avaricious,賤しい
abase,卑しめる
to abase,卑しめる
greedy person,欲ばり
self-depreciation,卑下
dastardly,卑怯
base metal,卑金属
spineless,骨無し
my humble opinion,愚案
slang expression,卑言
vulgarism,鄙語
trifling,片片
wretch,卑称
you wretch,卑称
humble (condition),鄙賤
despicable,見下げ果てた
despicable person,卑劣漢
obscene,猥りがわしい
the noes,否
yes or no,有り無し
willy-nilly,否でも応でも
keenly,否というほど
to deny,辞む
to dislike,否む
incontrovertible,否めない
respectively,其其
answer respectively agreement or disagreement,否応
voting down,否決
NOT,否定
NOT operation,否定
NAK,否定応答
negative word,否定語
negative sentence,否定文
disapproval,否認
Her Royal Highness,妃殿下
to stick up for,庇う
boyfriend,彼
nirvana,彼岸
amaryllis,彼岸花
cluster amaryllis,彼岸花
Buddhist services during the equinoctial week,彼岸会
girlfriend,恋人
that thing,彼奴
the distance,彼方
foreign country (esp. a Western nation),彼方
grievous,悲愴
ill fate,悲運
indignant,悲歌慷慨
indignant lamentation over the evils of the times,悲憤慷慨
disappointment,力抜け
Buddha's vow to save humanity,悲願
joy and sorrow alternating in one's heart,悲喜交々
woeful,悲酸
pathetic,情ない
heartbreak,悲痛
disappointed love,悲恋
title page,闔
ratification,批准
correction marks,批点
judgmental,批判的
critical eye,批評眼
perusing,披見
in comparison with ...,比
vie,競べる
to vie,競べる
Mt.,比叡山
Hiei,比叡山
Mt. Hiei (in Kyoto),比叡山
comparative degree,比較級
comparative linguistics,比較言語学
comparison and contrast,比較対照
relatively,比較的
comparative literature,比較文学
comparing,比肩
comparing favorably with,比肩
specific heat,比熱
happily,比翼の鳥
happily married couple,比翼の鳥
unchallenged,比類のない
proportional representation section (of an election),比例
urology,泌尿器科
to fatigue,疲らす
to starve,疲れる
being tired out,疲れ果て
tiredness,疲労
total exhaustion,疲労困ぱい
seeming,皮
to peel,皮を剝ぐ
subcutaneous,皮下
subcutaneous fat,皮下脂肪
hypodermic,皮下注射
hypodermic injection,皮下注射
cortex,皮質
barker,皮剝
skin transplant,皮膚移植
dermatology,ヒフ科
skin disease,皮膚病
epigraph,金石
epitaph,碑銘
to keep to oneself,秘める
sanctum,秘儀
sanctorum,秘儀
sanctum sanctorum,秘儀
place off the beaten track,秘境
constipation,便秘
the mysteries,秘術
secret book,秘書
secretarial,秘書室
secretarial office,秘書室
holding dear,秘蔵
in secret,秘中
mysteries (e.g. of an art),秘伝
secluded hot spring,秘湯
rituals,秘法
esoteric rituals (in Shingon Buddhism),秘法
esoteric teachings,秘密
secret ballot,秘密選挙
excellent remedy,秘薬
unknown episode,秘話
salvia,緋衣草
salvia (sage family),緋衣草
golden carp,緋鯉
to discharge,罷めさせる
humble verbal prefix,罷り
walkout,罷業
fertilizer,肥
to become successful,肥える
something that will help one develop in the future,肥し
carrying night soil,肥汲み
hypertrophy,肥大
obesity,肥満
compost,肥料
to charge (a person with a guilt),被せる
sustain,延び
to sustain (damage),蒙る
to receive damage,被害を受ける
paranoia,偏執病
examinee (of a full-body scan, etc.)
minuend,被減数
suffering from,被災
victim of (a disaster),被災者
location of a disaster,被災地
(photographic) subject,被写体
multiplicand,被乗数
suffrage,被選挙権
electoral,被選挙資格
electoral eligibility,被選挙資格
secured,被担保債権額
claims,被担保債権額
secured claims,被担保債権額
radiation exposure,被ばく
exposed,被爆
being exposed to radiation (from an atomic blast),被爆
hibakusha,被爆者
to devote,費やす
to avoid,拒ぐ
summering,避暑
summer retreat,避暑地
seeking safe haven,避難
disaster drill,避難訓練
lightning rod,避雷針
an-,非
non-commercial,非営利
non-Abelian,非可換ゲージ理論
non-Abelian gauge theory,非可換ゲージ理論
noncommutative,非可換群
noncommutative group,非可換群
tax-exempted,非課税
non-disclosure,非開示合意
non-disclosure agreement,非開示合意
inactive,非活動
inactive window,非活動ウィンドウ
non-smoker,非喫煙者
not permitted,非許容
non-local,非局所分岐
non-local branch,非局所分岐
nonmetal,非金属
unrealistic,非現実的
informal discussion,非公式協議
misconduct,不祥事
to turn to crime (of a child),非行に走る
unpractical,非実際的
solitude-loving,非社交的
emergency brake,非常ブレーキ
emergency exit,非常口
state of emergency,非常事態
cordon,非常線
for emergency use,非常用
inanimate,無情
non-human,非人
inhumane,非人間的
NGO,非政府組織
counterproductive,非生産的
non-contact,非接触
nonlinear,非線型
unsupported,非対応
asymmetry,不釣合
asynchronous,非同期
asynchronous communication,非同期通信
article not for sale,非売品
non-conversion,非変換
prodigious,非凡
undemocratic,非民主
irresponsibly, etc.)
irresponsibly done (work, etc.)
incompetent,無器量
impoliteness,非礼
illogical,非理
energetically,活き活き
to do energetically,飛ばす
to jump from one thing to another,飛び移る
to walk over (someone),跳び越える
to leap over,跳越す
